17,29
17,29
88,41
71,40
59,35
143,31
125,38
163,39
195,36
229,36
256,38
296,42
340,42
356,62
410,47
436,67
450,93
496,85
509,67
581,70
595,92
607,107
643,157
682,127
705,96
759,101
777,144
819,171
874,155
909,116
971,147
955,205
915,249
916,290
921,334
875,392
831,389
792,347
759,310
702,304
683,346
654,403
595,375
574,300
542,267
506,324
497,399
440,399
399,319
375,235
317,298
319,375
271,414
216,339
191,245
139,219
97,297
111,384
89,436
545,67
615,135
733,94
733,94
836,155
942,134
908,374
729,308
729,308
677,371
677,371
624,379
595,338
503,361
421,357
421,357
387,275
347,260
322,331
322,331
289,380
235,363
260,381
260,381
200,298
200,298
202,270
107,259
107,259
115,340
111,448
111,448
122,453
151,459
191,464
217,467
254,479
276,478
315,477
343,487
371,479
419,479
419,479
438,476
475,483
505,483
546,485
583,482
613,480
635,476
640,472
652,451
657,436
471,402
501,328
