129,63
149,61
193,59
228,60
273,61
330,65
363,65
414,66
431,66
536,84
536,84
563,83
647,95
716,121
463,80
487,82
503,82
603,95
671,112
691,120
306,63
126,379
126,379
157,375
182,379
214,383
248,384
285,384
323,387
352,391
390,391
436,391
482,391
523,391
554,392
606,396
650,399
701,402
741,404
188,89
188,101
188,131
188,153
187,183
186,225
186,261
185,311
183,353
324,91
324,91
327,141
328,162
328,187
331,227
334,269
335,308
333,350
450,97
450,112
449,141
447,179
447,216
444,254
444,299
443,335
448,364
559,104
560,134
559,166
557,187
555,223
553,270
551,307
551,363
545,339
671,124
671,127
669,155
667,171
665,194
664,226
664,251
663,285
663,319
662,355
662,373
754,407
754,407
765,402
788,392
810,375
827,346
835,318
839,284
842,253
837,195
827,169
801,136
782,124
747,116
715,111
837,226
126,60
126,60
107,63
94,69
77,79
52,100
33,124
24,144
14,182
9,213
8,244
9,267
12,294
19,324
29,340
46,359
79,373
115,372
