30,25
68,29
110,44
153,57
154,87
153,115
151,150
149,172
147,203
147,218
146,249
145,266
144,303
144,317
144,337
144,356
141,405
140,445
169,378
194,367
226,355
270,337
317,316
346,302
383,280
353,254
332,232
300,203
278,179
259,149
236,124
204,107
111,229
76,231
36,234
24,274
17,312
300,350
313,380
324,412
342,447
176,459
204,460
241,461
269,460
300,457
21,335
35,357
45,381
67,412
102,422
411,297
412,333
411,374
403,406
377,447
394,47
390,79
410,111
414,146
418,171
419,183
422,208
425,246
367,36
339,39
301,40
265,39
234,41
199,62
450,139
497,141
532,143
566,143
614,143
656,143
667,174
711,173
742,143
777,151
800,172
840,158
872,139
908,151
924,187
913,220
890,239
893,271
868,283
857,316
897,330
880,377
850,375
840,390
825,395
802,389
780,403
737,397
709,366
684,334
632,324
629,339
603,359
572,363
555,344
545,309
532,266
533,223
537,179
