24,26
52,26
106,28
81,28
141,31
177,32
211,35
251,33
290,36
325,39
364,41
390,42
437,45
490,51
528,55
566,59
611,63
653,67
693,70
731,75
767,88
792,115
803,145
809,181
824,212
830,251
833,285
840,324
844,358
843,398
811,429
770,447
727,449
684,455
637,455
631,420
660,397
689,371
721,348
746,306
749,258
738,207
721,159
685,167
661,203
650,243
629,278
613,303
580,331
553,365
536,394
514,424
477,448
427,465
391,462
353,446
332,414
309,380
305,345
305,313
305,261
309,212
309,163
350,166
391,169
431,172
465,176
472,208
464,241
457,274
445,312
440,344
423,376
273,158
241,157
201,163
154,162
114,166
67,166
49,199
53,235
48,271
56,301
55,333
61,361
67,397
75,431
103,455
136,468
181,455
185,421
185,375
178,341
181,306
182,263
213,254
211,293
424,377
