162,20
162,20
162,20
153,30
145,43
137,58
126,72
117,88
110,101
103,114
97,126
91,142
87,155
82,187
81,200
79,219
77,243
75,273
73,300
71,324
71,349
75,367
77,391
83,421
88,435
92,443
91,491
92,511
103,470
103,470
103,471
103,472
175,15
188,19
236,20
243,17
261,19
289,16
302,15
327,23
345,27
361,29
392,34
416,38
443,34
456,30
503,31
518,32
539,32
558,34
596,39
607,39
642,32
695,28
724,28
743,31
685,27
650,26
612,27
540,28
478,27
419,27
578,43
691,43
763,46
772,44
791,60
791,71
792,101
796,123
801,166
804,179
805,195
803,220
797,255
796,289
792,321
784,351
777,371
767,394
758,412
744,437
731,461
719,483
718,493
755,479
779,492
778,489
780,442
781,412
790,381
807,337
811,290
810,243
819,189
822,155
813,106
797,83
814,377
814,377
819,377
830,375
843,364
859,355
876,344
905,317
925,299
936,271
944,230
935,197
927,187
910,186
884,188
855,200
838,214
73,320
73,320
58,320
38,315
27,307
21,302
19,282
27,247
26,220
19,183
23,141
63,148
70,181
63,187
859,305
862,303
835,311
828,299
838,279
874,253
907,224
880,233
859,275
899,269
875,251
856,251
841,251
143,95
146,95
163,94
203,88
227,93
243,96
274,111
292,117
311,121
323,126
328,131
793,105
792,106
747,111
700,122
670,127
601,137
571,147
619,139
651,131
711,117
739,115
343,139
343,139
316,131
258,124
248,132
253,144
272,162
301,155
266,184
251,152
235,164
287,183
307,179
607,156
611,173
632,184
657,167
666,165
640,200
607,210
656,202
672,194
674,194
641,199
527,149
523,150
493,167
475,189
456,216
444,244
439,261
441,279
449,297
461,315
465,333
469,336
462,347
434,347
399,355
380,352
407,338
424,290
423,274
415,397
415,397
392,406
361,427
346,430
299,429
287,432
267,449
253,452
239,448
228,444
212,442
193,436
163,426
140,415
194,427
278,448
331,447
370,429
433,413
445,411
467,431
478,442
490,443
503,439
519,451
546,466
596,447
581,459
611,471
634,471
661,470
697,478
705,477
375,458
375,468
411,471
461,467
447,456
119,390
165,395
154,423
170,443
176,451
197,456
211,463
235,457
254,455
224,410
234,417
248,423
266,428
538,462
549,460
565,470
578,471
606,466
638,455
661,449
691,444
712,435
643,428
628,435
592,433
568,436
535,435
520,426
500,418
436,327
