7,78
31,95
49,119
59,135
81,152
88,179
113,198
122,205
124,219
146,235
175,259
175,259
192,269
215,291
231,317
249,335
250,339
255,348
261,356
275,365
291,376
308,383
339,388
343,391
347,403
367,410
386,415
403,419
452,423
475,425
493,427
504,430
449,424
565,428
566,428
596,423
496,444
591,446
620,446
519,440
587,434
616,439
635,439
653,439
705,428
708,428
727,427
762,428
773,412
774,405
772,381
773,366
773,348
776,335
782,310
787,292
787,261
793,220
800,173
803,139
808,109
811,83
794,58
788,51
775,56
759,63
731,75
716,81
690,84
665,87
633,89
628,90
611,96
585,110
577,113
547,124
506,145
474,154
446,164
431,170
415,177
390,186
365,192
331,203
314,211
286,221
246,237
221,247
203,259
190,268
109,309
93,318
56,342
16,367
8,371
98,331
123,302
149,278
213,255
391,405
423,412
432,415
500,416
583,418
618,422
680,413
740,415
23,388
23,388
27,387
39,394
54,402
71,409
79,409
85,412
103,421
121,431
152,439
177,443
195,445
254,449
287,449
307,444
327,439
339,438
205,451
347,421
373,407
383,397
398,379
413,361
431,339
434,331
444,315
448,301
454,281
454,271
449,251
447,227
454,203
451,173
447,153
427,121
418,97
396,71
378,55
350,37
321,28
291,17
270,5
256,6
231,7
193,7
97,18
87,20
60,31
187,31
199,26
71,27
175,8
124,20
125,19
44,34
44,55
40,83
18,123
18,143
23,169
19,188
19,201
17,230
15,243
11,267
10,296
16,310
27,331
