455,231
458,235
458,233
459,200
459,191
461,175
464,154
466,129
466,105
467,66
468,38
463,235
463,235
483,244
507,263
521,268
539,277
558,291
576,307
593,323
613,339
633,355
648,367
673,388
461,243
461,243
439,260
424,274
417,280
405,290
387,302
366,313
347,322
330,328
311,337
285,347
258,358
239,367
681,391
681,391
687,387
687,387
691,367
699,335
704,307
704,283
702,267
700,254
697,234
693,214
681,188
667,162
651,127
679,399
679,399
666,412
649,420
635,428
618,437
594,445
556,456
524,460
486,463
434,464
227,371
234,383
241,395
250,407
257,415
273,427
291,435
309,439
327,443
349,448
359,452
367,459
234,367
200,348
195,337
193,323
192,300
190,279
188,257
187,232
191,205
201,179
214,155
229,124
243,102
266,74
483,23
483,23
468,20
444,19
431,19
418,19
395,27
367,37
357,39
328,46
520,31
542,48
566,47
589,71
606,79
459,462
486,463
518,460
503,462
463,456
559,456
463,235
463,239
463,240
456,238
