40,412
64,375
69,342
72,312
83,291
100,252
103,217
115,188
131,161
150,124
153,181
152,195
152,229
147,270
146,315
156,345
165,384
173,415
106,331
194,401
200,396
211,373
220,347
240,319
261,295
281,263
300,245
313,212
324,186
336,155
357,128
367,123
334,223
324,263
319,309
324,366
327,419
328,433
352,396
370,339
381,297
411,263
432,214
449,182
477,155
488,139
508,151
542,158
568,163
595,159
643,151
682,159
564,152
588,178
576,190
554,228
545,277
538,321
536,364
540,403
530,413
720,178
696,187
670,215
664,251
649,295
652,372
697,409
654,363
656,339
773,179
774,203
768,223
774,280
777,208
794,247
788,281
788,316
777,330
744,353
724,387
714,420
690,394
826,316
830,309
842,296
854,281
884,251
925,216
963,178
975,163
950,210
923,275
902,339
909,423
938,249
920,291
897,351
889,387
832,329
816,368
794,391
912,411
936,400
953,374
975,338
1005,291
1024,282
321,334
