75,39
85,68
80,101
84,119
86,144
86,171
87,194
88,219
92,238
92,260
96,287
99,311
100,339
100,371
98,404
97,432
97,452
101,477
129,471
149,470
185,468
217,470
244,470
280,471
312,471
349,474
368,474
416,473
453,471
500,467
525,464
565,470
597,471
628,473
673,473
711,473
754,476
802,479
839,479
879,472
909,471
934,467
938,433
937,399
936,368
932,327
930,291
930,251
925,191
919,143
916,117
915,71
914,50
891,50
873,51
831,49
792,51
753,52
697,55
650,58
620,63
565,63
551,63
512,62
476,62
441,63
405,63
383,63
344,63
307,63
249,59
224,60
189,61
144,62
124,63
272,59
592,67
925,224
240,89
240,89
244,100
245,135
245,158
244,180
247,214
247,240
245,271
247,295
249,323
249,352
248,389
247,425
247,442
395,85
395,89
396,138
396,171
398,201
400,240
396,270
394,298
395,334
395,371
395,409
395,436
574,80
574,86
573,107
576,138
577,169
577,206
577,235
578,273
577,299
577,329
576,365
576,402
576,427
733,76
733,76
732,91
732,122
732,150
733,176
736,203
737,231
737,265
737,297
738,331
740,363
743,414
745,449
922,435
921,435
894,427
867,419
838,406
813,395
770,379
737,367
724,212
724,212
724,212
695,202
641,187
599,178
590,175
663,184
663,184
563,398
548,391
516,379
492,369
451,351
419,336
400,329
254,126
254,126
282,132
296,137
320,142
357,151
381,157
110,388
110,388
140,389
184,392
226,391
107,131
108,131
144,159
164,184
172,203
174,222
173,239
172,256
168,277
168,291
174,307
186,319
212,331
224,333
